unix,date,symbol,open,high,low,close,VolumeAsset,VolumeUSDT,tradecount,change,family
1618185600000.0,2021-04-12 00:00:00,XRP,1.35118,1.475,1.31804,1.46843,1129501823.8,1551301547.0,1444928.0,-8.68,RPCA
1618185600000.0,2021-04-12 00:00:00,ZEC,222.27,237.0,209.08,221.39,565338.01,126113367.55,205647.0,0.4,Equihash
1618099200000.0,2021-04-11 00:00:00,ADA,1.21753,1.28989,1.199,1.26355,451246041.8,563044444.4,714512.0,-3.78,Ouroboros
1618099200000.0,2021-04-11 00:00:00,BNB,471.2974,529.211,458.0165,525.9275,3644396.11,1776698304.8,1714867.0,-11.59,DBFT
1618099200000.0,2021-04-11 00:00:00,BTC,59769.13,60699.0,59232.52,60002.43,41156.72,2462032926.62,1746102.0,-0.39,SHA256
1618099200000.0,2021-04-11 00:00:00,BTT,0.0085661,0.0089736,0.0078557,0.0084468,62620072007.0,525381781.46,860721.0,1.39,TRON Tokens
1618099200000.0,2021-04-11 00:00:00,DASH,283.31,294.85,278.5,286.79,182635.81,52422201.26,100486.0,-1.23,X11
1618099200000.0,2021-04-11 00:00:00,EOS,6.6137,7.0684,6.5526,6.7266,41297143.35,280690918.33,563849.0,-1.71,DPoS
1618099200000.0,2021-04-11 00:00:00,ETC,20.4599,21.5183,19.7983,20.3709,3531457.37,72705315.09,138872.0,0.43,EtHash
1618099200000.0,2021-04-11 00:00:00,ETH,2133.49,2165.02,2113.4,2151.36,392265.51,839653140.94,830771.0,-0.84,EtHash
1618099200000.0,2021-04-11 00:00:00,LINK,31.898,34.4397,31.7283,33.8811,4950189.88,164132318.89,260724.0,-6.22,Ethereum Tokens
1618099200000.0,2021-04-11 00:00:00,LTC,256.55,263.62,244.77,252.31,1890765.8,480319111.43,872731.0,1.65,Scrypt
1618099200000.0,2021-04-11 00:00:00,NEO,61.691,66.8,60.9,63.922,1483054.84,94671555.59,166205.0,-3.62,DBFT
1618099200000.0,2021-04-11 00:00:00,QTUM,15.907,15.949,14.575,14.94,3454350.88,52324063.53,83581.0,6.08,PoS
1618099200000.0,2021-04-11 00:00:00,TRX,0.1264,0.12685,0.11792,0.12214,2206490981.5,267694454.5,434030.0,3.37,DPoS
1618099200000.0,2021-04-11 00:00:00,XLM,0.56193,0.6562,0.55521,0.5844,1387374053.6,848976955.13,1401568.0,-4.0,Stellar
1618099200000.0,2021-04-11 00:00:00,XMR,291.79,329.51,291.35,328.9,182394.78,56389563.73,139323.0,-12.72,CryptoNight
1618099200000.0,2021-04-11 00:00:00,XRP,1.37215,1.5,1.305,1.35118,1972667902.4,2759553621.65,2505282.0,1.53,RPCA
1618099200000.0,2021-04-11 00:00:00,ZEC,206.2,231.89,206.0,222.31,445002.93,98400478.23,202302.0,-7.81,Equihash
1618012800000.0,2021-04-10 00:00:00,ADA,1.20201,1.25199,1.19157,1.21747,290774078.0,355203232.33,475261.0,-1.29,Ouroboros
1618012800000.0,2021-04-10 00:00:00,BNB,453.9898,487.4062,450.0,471.2975,4659107.21,2200226600.98,2198963.0,-3.81,DBFT
1618012800000.0,2021-04-10 00:00:00,BTC,58142.55,61500.0,57900.01,59769.13,69906.42,4197138552.47,2470398.0,-2.8,SHA256
1618012800000.0,2021-04-10 00:00:00,BTT,0.0091062,0.0091243,0.0080844,0.0085736,54584868643.0,466009186.8,789214.0,5.85,TRON Tokens
1618012800000.0,2021-04-10 00:00:00,DASH,264.95,286.56,263.22,283.32,187862.41,51774612.66,106238.0,-6.93,X11
1618012800000.0,2021-04-10 00:00:00,EOS,6.2082,6.762,6.1489,6.6137,29718846.38,191778184.19,377802.0,-6.53,DPoS
1618012800000.0,2021-04-10 00:00:00,ETC,18.7715,21.2297,18.31,20.4439,4407519.17,87116163.95,180463.0,-8.91,EtHash
1618012800000.0,2021-04-10 00:00:00,ETH,2067.19,2200.0,2058.0,2133.49,655458.21,1405364881.86,1175161.0,-3.21,EtHash
1618012800000.0,2021-04-10 00:00:00,LINK,31.5961,33.0,31.0,31.8944,3548018.58,114002353.8,194774.0,-0.94,Ethereum Tokens
1618012800000.0,2021-04-10 00:00:00,LTC,221.13,257.0,219.16,256.34,1859281.88,441762890.58,649633.0,-15.92,Scrypt
1618012800000.0,2021-04-10 00:00:00,NEO,60.799,63.389,59.391,61.685,999466.92,61688987.46,104716.0,-1.46,DBFT
1618012800000.0,2021-04-10 00:00:00,QTUM,15.75,16.53,14.901,15.907,5478337.1,84741446.34,145179.0,-1.0,PoS
1618012800000.0,2021-04-10 00:00:00,TRX,0.11584,0.12758,0.11241,0.1263,3257594697.4,391379269.78,606746.0,-9.03,DPoS
1618012800000.0,2021-04-10 00:00:00,XLM,0.48577,0.594,0.48176,0.56192,807705249.0,437813611.69,832771.0,-15.68,Stellar
1618012800000.0,2021-04-10 00:00:00,XMR,273.37,299.0,272.98,291.72,181166.11,52326427.29,121071.0,-6.71,CryptoNight
1618012800000.0,2021-04-10 00:00:00,XRP,1.01754,1.399,1.00617,1.3728,2713439019.68,3353669231.67,3271415.0,-34.91,RPCA
1618012800000.0,2021-04-10 00:00:00,ZEC,194.57,210.0,193.49,206.15,371971.7,75344820.44,152866.0,-5.95,Equihash
1617926400000.0,2021-04-09 00:00:00,ADA,1.21896,1.22907,1.19134,1.20201,156767192.2,189628515.59,297343.0,1.39,Ouroboros
1617926400000.0,2021-04-09 00:00:00,BNB,418.7047,453.9937,403.19,453.9937,3670424.43,1585030394.38,1577251.0,-8.43,DBFT
1617926400000.0,2021-04-09 00:00:00,BTC,58077.52,58894.9,57654.0,58142.54,40831.88,2378340697.29,1615962.0,-0.11,SHA256
1617926400000.0,2021-04-09 00:00:00,BTT,0.0096653,0.009965,0.0087788,0.0091074,48121024581.0,446100131.61,775567.0,5.77,TRON Tokens
1617926400000.0,2021-04-09 00:00:00,DASH,267.98,274.11,261.06,265.1,125399.28,33584491.67,71072.0,1.07,X11
1617926400000.0,2021-04-09 00:00:00,EOS,6.4403,6.6011,6.07,6.2072,22024528.91,139374799.59,282193.0,3.62,DPoS
1617926400000.0,2021-04-09 00:00:00,ETC,19.6254,20.111,18.5089,18.7707,2852521.27,54884221.42,116376.0,4.36,EtHash
1617926400000.0,2021-04-09 00:00:00,ETH,2080.39,2100.0,2047.57,2066.87,426387.44,885134116.02,645172.0,0.65,EtHash
1617926400000.0,2021-04-09 00:00:00,LINK,32.787,33.2876,31.2348,31.5893,3146093.79,101198020.86,158699.0,3.65,Ethereum Tokens
1617926400000.0,2021-04-09 00:00:00,LTC,226.17,228.99,218.72,221.12,688918.82,154922336.46,339204.0,2.23,Scrypt
1617926400000.0,2021-04-09 00:00:00,NEO,63.319,63.422,60.1,60.801,835889.1,51547928.57,82744.0,3.98,DBFT
1617926400000.0,2021-04-09 00:00:00,QTUM,16.788,16.828,15.07,15.745,5060428.26,79918758.55,115603.0,6.21,PoS
1617926400000.0,2021-04-09 00:00:00,TRX,0.12349,0.12514,0.11432,0.11584,2309522635.3,275392851.35,566807.0,6.19,DPoS
1617926400000.0,2021-04-09 00:00:00,XLM,0.50488,0.50856,0.47696,0.48607,223808564.0,109201136.85,224034.0,3.73,Stellar
1617926400000.0,2021-04-09 00:00:00,XMR,269.69,290.0,265.94,273.37,126545.27,35319745.07,85047.0,-1.36,CryptoNight
1617926400000.0,2021-04-09 00:00:00,XRP,1.05571,1.0849,0.9808,1.01721,964539570.1,990383345.96,996403.0,3.65,RPCA
1617926400000.0,2021-04-09 00:00:00,ZEC,184.68,198.86,183.66,194.65,309985.55,59644564.33,133223.0,-5.4,Equihash
1617840000000.0,2021-04-08 00:00:00,ADA,1.17356,1.22502,1.16999,1.21926,215242842.9,258822131.02,390054.0,-3.89,Ouroboros
1617840000000.0,2021-04-08 00:00:00,BNB,375.5538,422.6323,371.78,418.7048,4092498.64,1657671967.08,1572444.0,-11.49,DBFT
1617840000000.0,2021-04-08 00:00:00,BTC,55953.44,58153.31,55700.0,58077.52,44283.15,2531779682.55,1661080.0,-3.8,SHA256
1617840000000.0,2021-04-08 00:00:00,BTT,0.0079295,0.009869,0.0078338,0.0096561,87194174684.0,789145064.79,1335045.0,-21.77,TRON Tokens
1617840000000.0,2021-04-08 00:00:00,DASH,253.36,269.83,250.62,267.79,154259.74,40301727.66,76746.0,-5.7,X11
1617840000000.0,2021-04-08 00:00:00,EOS,5.8812,6.4736,5.8041,6.442,29919017.72,184894703.87,324839.0,-9.54,DPoS
1617840000000.0,2021-04-08 00:00:00,ETC,19.1644,19.9279,18.0106,19.6292,5761672.63,108663214.79,221788.0,-2.43,EtHash
1617840000000.0,2021-04-08 00:00:00,ETH,1963.46,2084.61,1947.35,2080.46,501356.0,1015796231.01,911403.0,-5.96,EtHash
1617840000000.0,2021-04-08 00:00:00,LINK,31.1008,32.8999,30.9466,32.7884,3548631.28,113821093.94,172891.0,-5.43,Ethereum Tokens
1617840000000.0,2021-04-08 00:00:00,LTC,219.22,228.21,216.89,226.11,1074942.9,239958597.01,443718.0,-3.14,Scrypt
1617840000000.0,2021-04-08 00:00:00,NEO,59.784,63.369,58.049,63.351,1164107.37,70997414.15,124933.0,-5.97,DBFT
1617840000000.0,2021-04-08 00:00:00,QTUM,15.692,16.928,14.332,16.809,8442948.97,130216702.8,207448.0,-7.12,PoS
1617840000000.0,2021-04-08 00:00:00,TRX,0.11032,0.12615,0.10971,0.12349,3443498300.5,411565515.36,845214.0,-11.94,DPoS
1617840000000.0,2021-04-08 00:00:00,XLM,0.47233,0.50522,0.46664,0.505,294430470.5,143821329.85,294699.0,-6.92,Stellar
1617840000000.0,2021-04-08 00:00:00,XMR,257.26,271.88,250.54,269.69,112446.41,29518889.83,75697.0,-4.83,CryptoNight
1617840000000.0,2021-04-08 00:00:00,XRP,0.91544,1.07294,0.90128,1.05599,1232242484.4,1202251447.19,1204812.0,-15.35,RPCA
1617840000000.0,2021-04-08 00:00:00,ZEC,171.37,185.79,170.21,184.74,201058.98,35791631.68,91087.0,-7.8,Equihash
1617753600000.0,2021-04-07 00:00:00,ADA,1.25217,1.29,1.1588,1.17359,405313990.0,493054710.48,771894.0,6.28,Ouroboros
1617753600000.0,2021-04-07 00:00:00,BNB,403.2607,414.3803,356.0,375.5538,6179859.71,2382943130.33,2394276.0,6.87,DBFT
1617753600000.0,2021-04-07 00:00:00,BTC,57990.03,58655.0,55473.0,55953.45,71228.41,4053294016.48,2206433.0,3.51,SHA256
1617753600000.0,2021-04-07 00:00:00,BTT,0.0097421,0.01025,0.0074715,0.0079311,107738387857.0,905771642.0,1480876.0,18.59,TRON Tokens
1617753600000.0,2021-04-07 00:00:00,DASH,276.09,293.68,244.4,253.45,384651.21,103168781.07,178599.0,8.2,X11
1617753600000.0,2021-04-07 00:00:00,EOS,6.6436,7.0549,5.7221,5.8824,66141509.12,416879559.71,877827.0,11.46,DPoS
1617753600000.0,2021-04-07 00:00:00,ETC,17.7496,20.969,16.7698,19.1937,15518421.15,297930457.44,523179.0,-8.14,EtHash
1617753600000.0,2021-04-07 00:00:00,ETH,2112.22,2129.01,1930.01,1963.47,892984.9,1798606574.05,1229155.0,7.04,EtHash
1617753600000.0,2021-04-07 00:00:00,LINK,34.7295,35.12,30.2286,31.109,7354475.72,238994490.27,364739.0,10.42,Ethereum Tokens
1617753600000.0,2021-04-07 00:00:00,LTC,236.96,242.99,210.77,219.05,2263475.47,510345556.66,906049.0,7.56,Scrypt
1617753600000.0,2021-04-07 00:00:00,NEO,63.036,68.5,56.354,59.778,3129801.65,196684227.59,319063.0,5.17,DBFT
1617753600000.0,2021-04-07 00:00:00,QTUM,15.252,17.98,13.625,15.695,26091599.79,423813003.51,619826.0,-2.9,PoS
1617753600000.0,2021-04-07 00:00:00,TRX,0.12397,0.12578,0.1035,0.11045,5108680620.0,577241666.13,841397.0,10.91,DPoS
1617753600000.0,2021-04-07 00:00:00,XLM,0.54206,0.5469,0.45195,0.47257,557970971.5,275951490.19,491738.0,12.82,Stellar
1617753600000.0,2021-04-07 00:00:00,XMR,270.73,280.0,252.68,257.44,186019.49,50025255.97,111175.0,4.91,CryptoNight
1617753600000.0,2021-04-07 00:00:00,XRP,1.09666,1.10882,0.856,0.91542,2128341583.9,2057878537.58,2112137.0,16.53,RPCA
1617753600000.0,2021-04-07 00:00:00,ZEC,191.17,194.23,162.34,171.26,395113.69,69504608.58,165720.0,10.41,Equihash
1617667200000.0,2021-04-06 00:00:00,ADA,1.21172,1.34359,1.1901,1.252,726926008.5,913715698.98,1195328.0,-3.32,Ouroboros
1617667200000.0,2021-04-06 00:00:00,BNB,368.1506,411.755,363.8333,403.3648,4481056.44,1741879510.0,1849537.0,-9.57,DBFT
1617667200000.0,2021-04-06 00:00:00,BTC,59129.99,59495.24,57413.02,57991.15,54201.0,3166911557.15,1960513.0,1.93,SHA256
1617667200000.0,2021-04-06 00:00:00,BTT,0.0101699,0.0113858,0.0081672,0.0097313,144619523930.0,1399784950.94,2111191.0,4.31,TRON Tokens
1617667200000.0,2021-04-06 00:00:00,DASH,273.63,284.6,256.25,275.99,269125.2,73286031.61,139650.0,-0.86,X11
1617667200000.0,2021-04-06 00:00:00,EOS,6.6983,7.1,6.1973,6.6436,67368981.92,448276047.96,824943.0,0.82,DPoS
1617667200000.0,2021-04-06 00:00:00,ETC,16.0744,18.6384,15.9755,17.7329,7611882.96,131246215.72,291502.0,-10.32,EtHash
1617667200000.0,2021-04-06 00:00:00,ETH,2107.43,2151.0,2044.65,2112.21,673386.06,1420490813.04,1106761.0,-0.23,EtHash
1617667200000.0,2021-04-06 00:00:00,LINK,32.3791,34.9,31.3074,34.725,8893492.94,294619829.34,437637.0,-7.25,Ethereum Tokens
1617667200000.0,2021-04-06 00:00:00,LTC,221.48,244.59,212.97,237.04,2444849.53,562645677.67,999550.0,-7.03,Scrypt
1617667200000.0,2021-04-06 00:00:00,NEO,59.092,64.75,57.52,63.036,2811251.81,173038635.81,282762.0,-6.67,DBFT
1617667200000.0,2021-04-06 00:00:00,QTUM,11.825,15.35,11.754,15.252,15144440.22,206540142.31,376934.0,-28.98,PoS
1617667200000.0,2021-04-06 00:00:00,TRX,0.13652,0.1388,0.111,0.12401,6254159263.2,782891946.19,1163998.0,9.16,DPoS
1617667200000.0,2021-04-06 00:00:00,XLM,0.53704,0.578,0.48034,0.54206,883367345.9,465888634.52,716668.0,-0.93,Stellar
1617667200000.0,2021-04-06 00:00:00,XMR,265.56,277.2,261.58,270.68,123865.72,33391933.25,84297.0,-1.93,CryptoNight
1617667200000.0,2021-04-06 00:00:00,XRP,0.91584,1.119,0.7931,1.09663,4053245753.09,3956999209.75,3381698.0,-19.74,RPCA
1617667200000.0,2021-04-06 00:00:00,ZEC,197.05,200.32,181.53,191.11,329114.01,62496367.93,121643.0,3.01,Equihash
1617580800000.0,2021-04-05 00:00:00,ADA,1.18205,1.22647,1.16222,1.2118,318801564.5,379800451.57,555351.0,-2.52,Ouroboros
1617580800000.0,2021-04-05 00:00:00,BNB,348.8705,380.0,335.8442,368.0263,3473780.06,1251830835.73,1685071.0,-5.49,DBFT
1617580800000.0,2021-04-05 00:00:00,BTC,58202.01,59272.0,56777.77,59129.99,54258.02,3155214764.16,2035877.0,-1.59,SHA256
1617580800000.0,2021-04-05 00:00:00,BTT,0.0102622,0.0135776,0.00965,0.0101743,180330218444.0,2091922667.95,2881340.0,0.86,TRON Tokens
1617580800000.0,2021-04-05 00:00:00,DASH,270.79,278.72,253.19,273.66,278859.29,73978117.69,139864.0,-1.06,X11
1617580800000.0,2021-04-05 00:00:00,EOS,6.28,7.0817,5.8303,6.6959,82205391.71,528346241.92,844888.0,-6.62,DPoS
1617580800000.0,2021-04-05 00:00:00,ETC,14.5489,16.1116,14.2914,16.0744,4079380.42,61628067.97,169959.0,-10.49,EtHash
1617580800000.0,2021-04-05 00:00:00,ETH,2075.7,2130.64,2002.15,2107.38,684923.61,1419084945.81,947978.0,-1.53,EtHash
1617580800000.0,2021-04-05 00:00:00,LINK,30.7473,32.6399,29.6179,32.3791,5116263.33,159550598.48,265933.0,-5.31,Ethereum Tokens
1617580800000.0,2021-04-05 00:00:00,LTC,202.24,225.47,198.07,221.48,1329743.76,281341829.95,578386.0,-9.51,Scrypt
1617580800000.0,2021-04-05 00:00:00,NEO,54.566,59.69,51.618,59.068,1771998.2,98726839.51,205946.0,-8.25,DBFT
1617580800000.0,2021-04-05 00:00:00,QTUM,10.769,12.149,10.654,11.838,6354676.76,71692076.5,145571.0,-9.93,PoS
1617580800000.0,2021-04-05 00:00:00,TRX,0.1276,0.14927,0.12576,0.13655,7842044888.6,1074396159.61,1653928.0,-7.01,DPoS
1617580800000.0,2021-04-05 00:00:00,XLM,0.42859,0.54949,0.42202,0.53706,879513379.4,424665909.19,752853.0,-25.31,Stellar
1617580800000.0,2021-04-05 00:00:00,XMR,263.49,270.0,260.0,265.37,118545.25,31337840.34,66451.0,-0.71,CryptoNight
1617580800000.0,2021-04-05 00:00:00,XRP,0.63501,0.93999,0.6194,0.91584,3325470561.47,2594712865.02,2379045.0,-44.22,RPCA
1617580800000.0,2021-04-05 00:00:00,ZEC,187.13,200.31,182.85,197.13,437637.23,83329343.25,153861.0,-5.34,Equihash
1617494400000.0,2021-04-04 00:00:00,ADA,1.16245,1.193,1.152,1.18206,204575492.2,240843734.87,384032.0,-1.69,Ouroboros
1617494400000.0,2021-04-04 00:00:00,BNB,321.9597,352.3275,316.0,348.8617,2730876.03,930046907.35,1194390.0,-8.36,DBFT
1617494400000.0,2021-04-04 00:00:00,BTC,57051.95,58492.85,56388.0,58202.01,41314.08,2380139010.73,1499113.0,-2.02,SHA256
1617494400000.0,2021-04-04 00:00:00,BTT,0.0069533,0.0105902,0.006733,0.0102859,170329431634.0,1433275110.79,1897989.0,-47.93,TRON Tokens
1617494400000.0,2021-04-04 00:00:00,DASH,222.8,276.5,220.92,270.78,423737.91,110047779.51,189085.0,-21.54,X11
1617494400000.0,2021-04-04 00:00:00,EOS,5.4107,6.3,5.33,6.28,57685148.82,336505926.63,563238.0,-16.07,DPoS
1617494400000.0,2021-04-04 00:00:00,ETC,13.5756,14.5745,13.3568,14.5489,2383366.94,33555411.39,79110.0,-7.17,EtHash
1617494400000.0,2021-04-04 00:00:00,ETH,2008.59,2091.83,1975.24,2075.69,514345.77,1050448906.44,818926.0,-3.34,EtHash
1617494400000.0,2021-04-04 00:00:00,LINK,29.293,31.4643,28.6801,30.7471,3036730.2,92244085.27,180490.0,-4.96,Ethereum Tokens
1617494400000.0,2021-04-04 00:00:00,LTC,195.17,204.92,192.22,202.21,565154.11,113374291.83,279997.0,-3.61,Scrypt
1617494400000.0,2021-04-04 00:00:00,NEO,50.733,54.616,49.61,54.567,967603.06,51084667.38,104977.0,-7.56,DBFT
1617494400000.0,2021-04-04 00:00:00,QTUM,9.738,11.07,9.557,10.77,4861986.26,50302080.58,94166.0,-10.6,PoS
1617494400000.0,2021-04-04 00:00:00,TRX,0.10145,0.12851,0.09976,0.12761,7398771026.9,849184870.6,1341095.0,-25.79,DPoS
1617494400000.0,2021-04-04 00:00:00,XLM,0.40809,0.43464,0.40065,0.42851,220000117.4,92481174.75,222044.0,-5.0,Stellar
1617494400000.0,2021-04-04 00:00:00,XMR,257.2,272.5,247.12,263.6,159614.35,41523794.32,90764.0,-2.49,CryptoNight
1617494400000.0,2021-04-04 00:00:00,XRP,0.57836,0.63599,0.56591,0.635,664457346.2,398033638.92,490874.0,-9.79,RPCA
1617494400000.0,2021-04-04 00:00:00,ZEC,171.49,195.0,169.0,187.14,686296.13,126924307.28,227571.0,-9.13,Equihash
1617408000000.0,2021-04-03 00:00:00,ADA,1.18998,1.24078,1.15977,1.16238,313837978.9,379294245.01,558820.0,2.32,Ouroboros
1617408000000.0,2021-04-03 00:00:00,BNB,338.2932,349.1347,315.91,321.9497,3099870.85,1044647379.11,1201098.0,4.83,DBFT
1617408000000.0,2021-04-03 00:00:00,BTC,58950.01,59791.72,56880.0,57051.94,47409.85,2783151686.16,1606805.0,3.22,SHA256
1617408000000.0,2021-04-03 00:00:00,BTT,0.0069195,0.0076743,0.006255,0.0069532,152887366501.0,1070497590.71,1549577.0,-0.49,TRON Tokens
1617408000000.0,2021-04-03 00:00:00,DASH,243.4,249.85,221.64,222.84,179014.16,42656214.95,86025.0,8.45,X11
1617408000000.0,2021-04-03 00:00:00,EOS,6.2526,6.4867,5.2077,5.4107,80619950.47,477840811.99,804628.0,13.46,DPoS
1617408000000.0,2021-04-03 00:00:00,ETC,15.2511,15.35,13.4876,13.571,3003119.67,43794503.88,109657.0,11.02,EtHash
1617408000000.0,2021-04-03 00:00:00,ETH,2133.69,2138.12,1996.3,2008.52,770176.32,1601516390.6,1107620.0,5.87,EtHash
1617408000000.0,2021-04-03 00:00:00,LINK,32.4867,33.1707,29.1256,29.293,5352533.08,168809622.79,299926.0,9.83,Ethereum Tokens
1617408000000.0,2021-04-03 00:00:00,LTC,211.44,217.97,194.85,195.23,956126.6,199480758.1,454454.0,7.67,Scrypt
1617408000000.0,2021-04-03 00:00:00,NEO,52.961,56.96,50.422,50.709,1693789.38,90890761.22,172120.0,4.25,DBFT
1617408000000.0,2021-04-03 00:00:00,QTUM,10.171,11.458,9.713,9.749,5984713.88,62904407.1,133432.0,4.15,PoS
1617408000000.0,2021-04-03 00:00:00,TRX,0.09235,0.11118,0.08789,0.10143,7464330743.1,751017823.03,1152124.0,-9.83,DPoS
1617408000000.0,2021-04-03 00:00:00,XLM,0.43912,0.45839,0.40587,0.40809,335192184.8,147275517.34,311496.0,7.07,Stellar
1617408000000.0,2021-04-03 00:00:00,XMR,257.72,267.22,253.18,257.23,109072.31,28336831.43,75624.0,0.19,CryptoNight
1617408000000.0,2021-04-03 00:00:00,XRP,0.60701,0.64262,0.573,0.57831,991064844.8,610941357.37,742609.0,4.73,RPCA
1617408000000.0,2021-04-03 00:00:00,ZEC,169.5,179.58,163.38,171.61,349985.68,59591400.27,143296.0,-1.24,Equihash
1617321600000.0,2021-04-02 00:00:00,ADA,1.1833,1.24796,1.18026,1.18998,314062254.4,379078109.52,492559.0,-0.56,Ouroboros
1617321600000.0,2021-04-02 00:00:00,BNB,334.6706,356.9882,324.6162,338.2932,4205858.48,1449673755.01,1583075.0,-1.08,DBFT
1617321600000.0,2021-04-02 00:00:00,BTC,58720.45,60200.0,58428.57,58950.01,47382.42,2811159761.27,1666356.0,-0.39,SHA256
1617321600000.0,2021-04-02 00:00:00,BTT,0.0052867,0.007,0.0051849,0.0069195,112064732213.0,658804751.08,986585.0,-30.89,TRON Tokens
1617321600000.0,2021-04-02 00:00:00,DASH,233.53,250.42,229.05,243.59,217516.17,52465384.45,114998.0,-4.31,X11
1617321600000.0,2021-04-02 00:00:00,EOS,5.5966,6.3559,5.3641,6.2557,91016938.14,530521838.13,1037063.0,-11.78,DPoS
1617321600000.0,2021-04-02 00:00:00,ETC,14.3297,15.6455,14.0863,15.2454,3520562.57,52478841.41,122282.0,-6.39,EtHash
1617321600000.0,2021-04-02 00:00:00,ETH,1968.05,2146.0,1948.48,2133.69,846197.93,1719752062.52,1218698.0,-8.42,EtHash
1617321600000.0,2021-04-02 00:00:00,LINK,30.0808,32.5555,29.361,32.4864,4541298.12,140319884.09,252576.0,-8.0,Ethereum Tokens
1617321600000.0,2021-04-02 00:00:00,LTC,202.87,213.77,200.78,211.46,942970.73,194551967.42,417200.0,-4.23,Scrypt
1617321600000.0,2021-04-02 00:00:00,NEO,52.364,55.272,50.937,52.958,1249746.53,66589802.11,117711.0,-1.13,DBFT
1617321600000.0,2021-04-02 00:00:00,QTUM,10.032,10.519,9.755,10.178,4195278.54,42377277.57,87233.0,-1.46,PoS
1617321600000.0,2021-04-02 00:00:00,TRX,0.08542,0.09268,0.08423,0.09232,3558201740.2,313965573.69,611524.0,-8.08,DPoS
1617321600000.0,2021-04-02 00:00:00,XLM,0.4243,0.46853,0.4242,0.43897,489374356.2,218234856.97,405777.0,-3.46,Stellar
1617321600000.0,2021-04-02 00:00:00,XMR,250.65,261.4,249.0,257.7,126702.71,32439255.39,76582.0,-2.81,CryptoNight
1617321600000.0,2021-04-02 00:00:00,XRP,0.57061,0.61,0.56522,0.60701,800475396.4,469092621.71,574819.0,-6.38,RPCA
1617321600000.0,2021-04-02 00:00:00,ZEC,165.55,177.75,163.69,169.52,366357.55,63021283.83,154931.0,-2.4,Equihash
1617235200000.0,2021-04-01 00:00:00,ADA,1.19172,1.20772,1.17171,1.18377,212963382.6,253654449.28,366545.0,0.67,Ouroboros
1617235200000.0,2021-04-01 00:00:00,BNB,302.4591,339.0,300.7,334.7991,4390708.58,1403784882.87,1443003.0,-10.69,DBFT
1617235200000.0,2021-04-01 00:00:00,BTC,58739.46,59490.0,57935.45,58720.44,47415.62,2789238879.94,1594431.0,0.03,SHA256
1617235200000.0,2021-04-01 00:00:00,BTT,0.005063,0.00575,0.004851,0.0052932,86183366725.0,451783065.48,764140.0,-4.55,TRON Tokens
1617235200000.0,2021-04-01 00:00:00,DASH,222.27,237.13,220.34,233.44,219315.69,50290597.7,114719.0,-5.03,X11
1617235200000.0,2021-04-01 00:00:00,EOS,4.8018,5.9847,4.708,5.5947,91899102.98,483848109.08,974693.0,-16.51,DPoS
1617235200000.0,2021-04-01 00:00:00,ETC,14.1154,14.5102,13.5501,14.315,3145102.93,44309640.9,104211.0,-1.41,EtHash
1617235200000.0,2021-04-01 00:00:00,ETH,1919.37,1984.77,1885.02,1968.05,741585.07,1438751530.79,994836.0,-2.54,EtHash
